kew_id,Number,PrimeValue,EntryNumberQualifier,taxon_name,taxon_name_Stace,authors_Stace,Full name,pg_2C,pg_1C,Mbp_2C,Mbp_1C,PublishedPloidyLevel,AcceptedPloidyLevel,PloidyFootnoteID,PublishedChromosomeNumber,AcceptedChromosomeNumber,ChromosomeFootnoteID,Lifecycle,NewAPGFamily,Order,HigherGroup,EstimationMethod,Standard species,Reference,Highest level,Peridophyte Group,from GB material,DB
226092-1,754,TRUE,a,Inula salicina L.,Inula salicina,L.,Inula salicina,3.39,1.695,1661.1,830.55,2,2,,16,16,o,P,Asteraceae,Asterales,E,FC:PI,Zea mays cv. CE-777,Münzbergová Z. 2009.  The effect of genome size on detailed species traits within closely related species of the same habitat. Botanical Journal of the Linnean Society 160: 290-298.,Angiosperm,,n,C-ValueDB
1101088-2,288,TRUE,a4*,Ipomoea batatas (L.) Lam.,Ipomoea batatas,(L.) Lam.,Ipomoea batatas,3,1.5,1470,735,4,4,z,60,60,o,-,Convolvulaceae,Solanales,E,FC:DAPI,Gallus,"Ozias-Akins P, Jarret R.L 1994. Nuclear DNA content and ploidy levels in the genus Ipomoea. Journal of the American Society for Horticultural Science 119: 110-115.",Angiosperm,,n,C-ValueDB
1101088-2,288,TRUE,a6,Ipomoea batatas (L.) Lam.,Ipomoea batatas,(L.) Lam.,Ipomoea batatas,4.6,2.3,2254,1127,6,6,z,90,90,o,-,Convolvulaceae,Solanales,E,FC:DAPI,Gallus,"Ozias-Akins P, Jarret R.L 1994. Nuclear DNA content and ploidy levels in the genus Ipomoea. Journal of the American Society for Horticultural Science 119: 110-115.",Angiosperm,,n,C-ValueDB
30043043-2,288,TRUE,a,Ipomoea purpurea Roth.,Ipomoea purpurea,Roth.,Ipomoea purpurea,2,1,980,490,2,2,z,30,30,o,-,Convolvulaceae,Solanales,E,FC:DAPI,Gallus,"Ozias-Akins P, Jarret R.L 1994. Nuclear DNA content and ploidy levels in the genus Ipomoea. Journal of the American Society for Horticultural Science 119: 110-115.",Angiosperm,,n,C-ValueDB
438606-1,675,TRUE,a,Iris foetidissima L.,Iris foetidissima,L.,Iris foetidissima,14.4622449,7.231122449,7086.5,3543.25,,,p,,,n,P,Iridaceae,Asparagales,M,FC:PI,Epipremnum aureum,"Veselý P, Bureš P, Šmarda P., Pavlicek T. 2012. Genome size and DNA base composition of geophytes: the mirror of phenology and ecology? Annals of Botany 109: 65-75.",Angiosperm,,n,C-ValueDB
438992-1,634,TRUE,a,Iris pseudacorus L.,Iris pseudacorus,L.,Iris pseudacorus,11.33,5.665,5551.7,2775.85,2,2,,24,24,,P,Iridaceae,Asparagales,M,FC:PI,Triticum aestivum cv. 'Chinese Spring',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
439087-1,829,TRUE,a,Iris sibirica L.,Iris sibirica,L.,Iris sibirica,9.613265306,4.806632653,4710.5,2355.25,2,2,z,28,28,o,P,Iridaceae,Asparagales,M,FC:PI,Pisum sativum cv. 'Ctirad',"Šmarda P, Bureš P, Horová L, Leitch IJ, Mucina L, Pacini E, Tichý L, Grulich V, Rotreklová O. 2014.  Ecological and evolutionary significance of genomic GC content diversity in monocots. Proceedings of the National Academy of Sciences 111: E4096-E4102.",Angiosperm,,n,C-ValueDB
439235-1,721,TRUE,a,Iris versicolor L.,Iris versicolor,L.,Iris versicolor,2.1,1.05,1029,514.5,,,p,,,n,P,Iridaceae,Asparagales,M,FC:PI,Pisum sativum cv. 'Dwarf Gray Sugar',"Bai C, Alverson WS, Follansbee A, Waller DM. 2012.  New reports of nuclear DNA content for 407 U.S. plant species. Annals of Botany: 110:1623-1629",Angiosperm,,n,C-ValueDB
285873-1,599,TRUE,a,Isatis tinctoria L.,Isatis tinctoria,L.,Isatis tinctoria,1.16,0.58,568.4,284.2,,,p,28,28,,,Brassicaceae,Brassicales,E,FC:PI,Glycine max cv. 'Cina 5202',"Lysák MA, Koch MA, Beaulieu JM, Meister A, Leitch IJ. 2009. The dynamic ups and downs of genome size evolution in Brassicaceae. Molecular Biology and Evolution 26: 85-98.",Angiosperm,,n,C-ValueDB
310437-2,11,,,Isoetes lacustris L.,Isoetes lacustris,L.,Isoetes lacustris,23.94,11.97,11728.15,5864.075,,,p,c.110,,o,,Isoetaceae,,,FC:PI,B,"Hanson L, Leitch IJ. 2002 DNA amounts for five pteridophyte species fill phylogenetic gaps in C-value data. Botanical Journal of the Linnean Society 140: 169-173",Peridophyte,Clubmosses,n,C-ValueDB
442427-1,776,TRUE,a,Juglans regia L.,Juglans regia,L.,Juglans regia,1.28,0.64,627.2,313.6,,,p,"32,36,64",,o,P,Juglandaceae,Fagales,E,FC:PI,Solanum lycopersicum cv. 'Montfavet',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
442698-1,154,TRUE,a,Juncus articulatus L.,Juncus articulatus,L.,Juncus articulatus,3.6,1.8,1764,882,8,8,z,80,80,o,P,Juncaceae,Poales,M,Fe,Senecio vulgaris (PBI population),Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
442732-1,541,TRUE,a,Juncus biglumis L.,Juncus biglumis,L.,Juncus biglumis,1.22,0.61,597.8,298.9,,,p,120,120,,P,Juncaceae,Poales,M,FC:PI,Solanum lycopersicum 'Stupicke polni rane',"Schönswetter P, Suda J, Popp M, Weiss-Schneeweiss H, Brochmann C. 2007. Circumpolar phylogeography of Juncus biglumis (Juncaceae) inferred from AFLP fingerprints, cpDNA sequences, nuclear DNA content and chromosome numbers. Mo. Phylo. &Evo. 42: 92-103.",Angiosperm,,n,C-ValueDB
442732-1,541,TRUE,a,Juncus biglumis L.,Juncus biglumis,L.,Juncus biglumis,1.13,0.565,553.7,276.85,,,p,60,60,,P,Juncaceae,Poales,M,FC:PI,Solanum lycopersicum 'Stupicke polni rane',"Schönswetter P, Suda J, Popp M, Weiss-Schneeweiss H, Brochmann C. 2007. Circumpolar phylogeography of Juncus biglumis (Juncaceae) inferred from AFLP fingerprints, cpDNA sequences, nuclear DNA content and chromosome numbers. Mo. Phylo. &Evo. 42: 92-103.",Angiosperm,,n,C-ValueDB
30079279-2,154,TRUE,a,Juncus bufonius L.,Juncus bufonius,L.,Juncus bufonius,2.6,1.3,1274,637,,,p,-,,n,A,Juncaceae,Poales,M,Fe,Senecio vulgaris (PBI population),Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
442917-1,203,TRUE,a!,Juncus effusus L.,Juncus effusus,L.,Juncus effusus,0.6,0.3,294,147,2,2,,c. 46,46,,P,Juncaceae,Poales,M,Fe,Allium cepa assumed cv. 'Ailsa Craig',"Greilhuber J. 1988. ""Self-tanning"" - a new and important source of stoichiometric error in cytophotometric determination of nuclear DNA content in plants. Plant Systematics and Evolution 158: 87-96.",Angiosperm,,n,C-ValueDB
443065-1,829,TRUE,a,Juncus inflexus L.,Juncus inflexus,L.,Juncus inflexus,0.659183673,0.329591837,323,161.5,4,4,z,40,40,o,P,Juncaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Šmarda P, Bureš P, Horová L, Leitch IJ, Mucina L, Pacini E, Tichý L, Grulich V, Rotreklová O. 2014.  Ecological and evolutionary significance of genomic GC content diversity in monocots. Proceedings of the National Academy of Sciences 111: E4096-E4102.",Angiosperm,,n,C-ValueDB
443512-1,829,TRUE,a,Juncus squarrosus L.,Juncus squarrosus,L.,Juncus squarrosus,0.61122449,0.305612245,299.5,149.75,4,4,z,40,40,o,P,Juncaceae,Poales,M,FC:PI,Solanum lycopersicum 'Stupicke polni rane',"Šmarda P, Bureš P, Horová L, Leitch IJ, Mucina L, Pacini E, Tichý L, Grulich V, Rotreklová O. 2014.  Ecological and evolutionary significance of genomic GC content diversity in monocots. Proceedings of the National Academy of Sciences 111: E4096-E4102.",Angiosperm,,n,C-ValueDB
304453-2,630,TRUE,a,Juncus tenuis Willd.,Juncus tenuis,Willd.,Juncus tenuis,0.92,0.46,450.8,225.4,8,8,,,,n,P,Juncaceae,Poales,M,FC:PI,Solanum lycopersicum 'Stupicke polni rane',"Kubešová M, Moravcová L, Suda J, Jarošik V, Pyšek P. 2010. Naturalized plants have smaller genomes than their non-invading relatives: a flow cytometric analysis of the Czech alien flora. Preslia 82: 81-96.",Angiosperm,,n,C-ValueDB
319318-1,652,TRUE,a2,Knautia arvensis (L.) Coult.,Knautia arvensis,(L.) Coult.,Knautia arvensis,7.378,3.689,3615.22,1807.61,2,2,z,20,20,o,P,Caprifoliaceae,Dipsacales,E,FC:PI,Solanum pseudocapsicum & Pisum sativum 'Kleine Rheinlanderin',"Temsch EM, Greilhuber J. 2010. Genome size in Dipsacaceae and Morina longifolia (Morinaceae). Plant Systematics and Evolution 289: 45-56.",Angiosperm,,n,C-ValueDB
319318-1,652,TRUE,a4,Knautia arvensis (L.) Coult.,Knautia arvensis,(L.) Coult.,Knautia arvensis,14.02,7.01,6869.8,3434.9,4,4,z,40,40,o,P,Caprifoliaceae,Dipsacales,E,FC:PI,Solanum pseudocapsicum & Pisum sativum 'Kleine Rheinlanderin',"Temsch EM, Greilhuber J. 2010. Genome size in Dipsacaceae and Morina longifolia (Morinaceae). Plant Systematics and Evolution 289: 45-56.",Angiosperm,,n,C-ValueDB
537112-1,675,TRUE,a,Kniphofia uvaria (L.) Oken,Kniphofia uvaria,(L.) Oken,Kniphofia uvaria,27.46122449,13.73061224,13456,6728,,,p,,,n,P,Asphodelaceae,Asparagales,M,FC:PI,Ruscus aculeatus,"Veselý P, Bureš P, Šmarda P., Pavlicek T. 2012. Genome size and DNA base composition of geophytes: the mirror of phenology and ecology? Annals of Botany 109: 65-75.",Angiosperm,,n,C-ValueDB
501425-1,157,TRUE,a,Laburnum alpinum (Mill.) J. Presl,Laburnum alpinum,(Mill.) J. Presl,Laburnum alpinum,3.8,1.9,1862,931,4,4,z,48,48,o,P,Fabaceae,Fabales,E,Fe,Allium cepa cv. 'Ailsa Craig',"Olszewska MJ, Osiecka R. 1984 Relationship between 2C DNA content, systematic position &  level of  DNA endoreplication during differentiation of root parenchyma in dicot shrubs & trees-comparison with herbaceous sp. Biochem Physiol  Pflanzen 179: 641-657",Angiosperm,,n,C-ValueDB
501428-1,157,TRUE,a,Laburnum anagyroides Medik.,Laburnum anagyroides,Medik.,Laburnum anagyroides,1.6,0.8,784,392,4,4,z,48,48,o,P,Fabaceae,Fabales,E,Fe,Allium cepa cv. 'Ailsa Craig',"Olszewska MJ, Osiecka R. 1984 Relationship between 2C DNA content, systematic position &  level of  DNA endoreplication during differentiation of root parenchyma in dicot shrubs & trees-comparison with herbaceous sp. Biochem Physiol  Pflanzen 179: 641-657",Angiosperm,,n,C-ValueDB
327391-2,608,TRUE,a,Lactuca saligna L.,Lactuca saligna,L.,Lactuca saligna,4.76,2.38,2332.4,1166.2,2,2,,18,18,,,Asteraceae,Asterales,E,FC:DAPI,Lactuca sativa cv. British Hilde,"Doležalová I, Lebeda A, Janecek J, Cíhalíková J, Krístková E, Vránova O. 2002. Variation in chromosome numbers and nuclear DNA contents in genetic resources of Lactuca L. species (Asteraceae). Genetic Resources and Crop Evolution 49: 383-395.",Angiosperm,,n,C-ValueDB
228239-1,492,TRUE,a,Lactuca sativa L.,Lactuca sativa,L.,Lactuca sativa,6.61,3.305,3238.9,1619.45,,,p,-,,n,AB,Asteraceae,Asterales,E,FC:PI,Standard is given in the paper - but measured against a different callibration value,"Barow M, Meister A. 2003. Endopolyploidy in seed plants is differently correlated to systematics, organ, life strategy and genome size. Plant Cell and Environment 26: 571-584.",Angiosperm,,n,C-ValueDB
228255-1,783,TRUE,a,Lactuca serriola L.,Lactuca serriola,L.,Lactuca serriola,5.32,2.66,2606.8,1303.4,,,p,18,18,,B,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
228306-1,608,TRUE,a,Lactuca tatarica (L.) C.A. Mey.,Lactuca tatarica,(L.) C.A. Mey.,Lactuca tatarica,9.21,4.605,4512.9,2256.45,2,2,,18,18,,,Asteraceae,Asterales,E,FC:DAPI,Lactuca sativa cv. British Hilde,"Doležalová I, Lebeda A, Janecek J, Cíhalíková J, Krístková E, Vránova O. 2002. Variation in chromosome numbers and nuclear DNA contents in genetic resources of Lactuca L. species (Asteraceae). Genetic Resources and Crop Evolution 49: 383-395.",Angiosperm,,n,C-ValueDB
431822-1,375,TRUE,a,Lagarosiphon major (Ridl.) Moss ex V.A. Wager,Lagarosiphon major,(Ridl.) Moss ex V.A. Wager,Lagarosiphon major,6.6,3.3,3234,1617,,,p,22,22,,-,Hydrocharitaceae,Alismatales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Leitch IJ, Hanson L.  1998.  DNA amounts in two samples of angiosperm weeds.  Annals of Botany 82 (Supplement A): 121-134.",Angiosperm,,n,C-ValueDB
406799-1,373,TRUE,a,Lagurus ovatus L.,Lagurus ovatus,L.,Lagurus ovatus,7,3.5,3430,1715,2,2,,14,14,,A,Poaceae,Poales,M,FC:PI,Pisum sativum cv. 'Minerva Maple' ANO value,"Bennett MD, Price JP, Johnston S.  (pers. comm. 1999).",Angiosperm,,n,C-ValueDB
448781-1,154,TRUE,a,Lamiastrum galeobdolon (L.) Ehrend. & Polatschek,Lamiastrum galeobdolon,(L.) Ehrend. & Polatschek,Lamiastrum galeobdolon,6.6,3.3,3234,1617,2,2,z,18,18,o,P,Lamiaceae,Lamiales,E,Fe,Senecio vulgaris (PBI population),Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
448792-1,1,TRUE,a,Lamium album L.,Lamium album,L.,Lamium album,2.2,1.1,1078,539,2,2,z,18,18,o,B,Lamiaceae,Lamiales,E,Fe,Hordeum vulgare cv. 'Sultan',Bennett MD. 1972.  Nuclear DNA content and minimum generation time in herbaceous plants.  Proceedings of the Royal Society of London Series B-Biological Sciences. 181:109-135,Angiosperm,,n,C-ValueDB
448797-1,814,TRUE,a,Lamium amplexicaule L.,Lamium amplexicaule,L.,Lamium amplexicaule,2.58,1.29,1264.2,632.1,,,p,,,n,A,Lamiaceae,Lamiales,E,FC:PI,Solanum lycopersicum cv. 'Montfavet',"Bou Dagher-Kharrat M, Abdel-Samad N, Douaihy B, Bourge M, Fridlender A, Siljak-Yakovlev S, Brown SC. 2013.  Nuclear DNA C-values for biodiversity screening: Case of the Lebanese flora. Plant Biosystems 147: 1228-1237.",Angiosperm,,n,C-ValueDB
448939-1,1,TRUE,a,Lamium purpureum L.,Lamium purpureum,L.,Lamium purpureum,2.2,1.1,1078,539,2,2,z,18,18,o,A,Lamiaceae,Lamiales,E,Fe,Hordeum vulgare cv. 'Sultan',Bennett MD. 1972.  Nuclear DNA content and minimum generation time in herbaceous plants.  Proceedings of the Royal Society of London Series B-Biological Sciences. 181:109-135,Angiosperm,,n,C-ValueDB
228732-1,154,TRUE,a,Lapsana communis L.,Lapsana communis,L.,Lapsana communis,2.4,1.2,1176,588,2,2,z,12,12,o,A,Asteraceae,Asterales,E,Fe,Senecio vulgaris (PBI population),Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
262420-1,,,,Larix decidua Mill.,Larix decidua,Mill.,Larix decidua,22.94683027,11.47341513,11221,5610.5,,,,,,,,Pinaceae,Pinales,,,,,Gymnosperm,,NA,C-ValueDB
60457419-2,,,,Larix kaempferi (Lamb.) Carrière,Larix kaempferi,(Lamb.) Carrière,Larix kaempferi,26.45398773,13.22699387,12936,6468,,,,,,,,Pinaceae,Pinales,,,,,Gymnosperm,,NA,C-ValueDB
501577-1,15,TRUE,a,Lathyrus annuus L.,Lathyrus annuus,L.,Lathyrus annuus,14.6,7.3,7154,3577,2,2,,14,14,,A,Fabaceae,Fabales,E,Fe,Lathyrus angulatus,"Rees H, Hazarika MH. 1969. Chromosome evolution in Lathyrus. Chromosomes Today 2: 158-165.",Angiosperm,,NA,C-ValueDB
501579-1,15,TRUE,a,Lathyrus aphaca L.,Lathyrus aphaca,L.,Lathyrus aphaca,13.8,6.9,6762,3381,2,2,,14,14,,A,Fabaceae,Fabales,E,Fe,Lathyrus angulatus,"Rees H, Hazarika MH. 1969. Chromosome evolution in Lathyrus. Chromosomes Today 2: 158-165.",Angiosperm,,NA,C-ValueDB
501740-1,319,TRUE,a,Lathyrus grandiflorus Sm.,Lathyrus grandiflorus,Sm.,Lathyrus grandiflorus,18.6,9.3,9114,4557,2,2,,14,14,,P,Fabaceae,Fabales,E,FC:PI,Hordeum vulgare 'Sultan' and Pisum sativum 'Minerva Maple',"Nandini AV, Murray BG, O’Brien IEW, Hammett KRW.  1997.   Intra- and interspecific variation in genome size in Lathyrus (Leguminosae).  Botanical Journal of the Linnean Society 125: 359-366.",Angiosperm,,n,C-ValueDB
501749-1,319,TRUE,a,Lathyrus heterophyllus L.,Lathyrus heterophyllus,L.,Lathyrus heterophyllus,18.4,9.2,9016,4508,2,2,,14,14,,P,Fabaceae,Fabales,E,FC:PI,Hordeum vulgare 'Sultan' and Pisum sativum 'Minerva Maple',"Nandini AV, Murray BG, O’Brien IEW, Hammett KRW.  1997.   Intra- and interspecific variation in genome size in Lathyrus (Leguminosae).  Botanical Journal of the Linnean Society 125: 359-366.",Angiosperm,,n,C-ValueDB
501755-1,113,TRUE,a,Lathyrus hirsutus L.,Lathyrus hirsutus,L.,Lathyrus hirsutus,20,10,9800,4900,2,2,,14,14,,A,Fabaceae,Fabales,E,Fe,Allium cepa cv. 'Ailsa Craig',Narayan RKJ. 1982. Discontinuous DNA variation in the evolution of plant species - the genus Lathyrus. Evolution 36: 877-891.,Angiosperm,,n,C-ValueDB
501802-1,776,TRUE,a,Lathyrus latifolius L.,Lathyrus latifolius,L.,Lathyrus latifolius,17.12,8.56,8388.8,4194.4,2,2,,14,14,,P,Fabaceae,Fabales,E,FC:PI,Pisum sativum cv. 'Express Long',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
501886-1,15,TRUE,a,Lathyrus niger (L.) Bernh.,Lathyrus niger,(L.) Bernh.,Lathyrus niger,16.8,8.4,8232,4116,2,2,,14,14,,P,Fabaceae,Fabales,E,Fe,Lathyrus angulatus,"Rees H, Hazarika MH. 1969. Chromosome evolution in Lathyrus. Chromosomes Today 2: 158-165.",Angiosperm,,NA,C-ValueDB
501889-1,113,TRUE,a,Lathyrus nissolia L.,Lathyrus nissolia,L.,Lathyrus nissolia,13,6.5,6370,3185,2,2,,14,14,,A,Fabaceae,Fabales,E,Fe,Allium cepa cv. 'Ailsa Craig',Narayan RKJ. 1982. Discontinuous DNA variation in the evolution of plant species - the genus Lathyrus. Evolution 36: 877-891.,Angiosperm,,n,C-ValueDB
501954-1,627,TRUE,a4,Lathyrus pratensis L.,Lathyrus pratensis,L.,Lathyrus pratensis,11.902,5.951,5831.98,2915.99,4,4,,28,28,,P,Fabaceae,Fabales,E,FC:PI,Standards listed in paper - but does not say which standards were used for which plant.,"Temsch EM, Temsch W, Ehrendorfer-Schratt L, Greilhuber J. 2010. Heavy metal pollution, selection, and genome size: The species of the Žerjav study revisited with flow cytometry. Journal of Botany 2010:  596542",Angiosperm,,n,C-ValueDB
501954-1,628,TRUE,a2,Lathyrus pratensis L.,Lathyrus pratensis,L.,Lathyrus pratensis,9.071428571,4.535714286,4445,2222.5,2,2,,14,14,,P,Fabaceae,Fabales,E,Fe,Pisum sativum cv. 'Kleine Rheinländerin',"Vidic T, Greilhuber J, Vilhar B, Dermastia M. 2009. Selective significance of genome size in a plant community with heavy metal pollution. Ecological Applications 19: 1515-1521.",Angiosperm,,n,C-ValueDB
501990-1,113,TRUE,a,Lathyrus sativus L.,Lathyrus sativus,L.,Lathyrus sativus,16.8,8.4,8232,4116,2,2,,14,14,,A,Fabaceae,Fabales,E,Fe,Allium cepa cv. 'Ailsa Craig',Narayan RKJ. 1982. Discontinuous DNA variation in the evolution of plant species - the genus Lathyrus. Evolution 36: 877-891.,Angiosperm,,n,C-ValueDB
502035-1,15,TRUE,a,Lathyrus sylvestris L.,Lathyrus sylvestris,L.,Lathyrus sylvestris,23,11.5,11270,5635,2,2,,14,14,,P,Fabaceae,Fabales,E,Fe,Lathyrus angulatus,"Rees H, Hazarika MH. 1969. Chromosome evolution in Lathyrus. Chromosomes Today 2: 158-165.",Angiosperm,,NA,C-ValueDB
502065-1,15,TRUE,a,Lathyrus tuberosus L.,Lathyrus tuberosus,L.,Lathyrus tuberosus,18.6,9.3,9114,4557,2,2,,14,14,,P,Fabaceae,Fabales,E,Fe,Lathyrus angulatus,"Rees H, Hazarika MH. 1969. Chromosome evolution in Lathyrus. Chromosomes Today 2: 158-165.",Angiosperm,,NA,C-ValueDB
502084-1,675,TRUE,a,Lathyrus vernus (L.) Bernh.,Lathyrus vernus,(L.) Bernh.,Lathyrus vernus,10.47755102,5.23877551,5134,2567,,,p,,,n,P,Fabaceae,Fabales,E,FC:PI,Pisum Ctirad 8.02,"Veselý P, Bureš P, Šmarda P., Pavlicek T. 2012. Genome size and DNA base composition of geophytes: the mirror of phenology and ecology? Annals of Botany 109: 65-75.",Angiosperm,,n,C-ValueDB
465049-1,466,TRUE,a,Laurus nobilis L.,Laurus nobilis,L.,Laurus nobilis,6.1,3.05,2989,1494.5,,,p,-,,n,P,Lauraceae,Laurales,BA,FC:PI,Agave americana,"Zonneveld BJM, Leitch IJ, Bennett MD. 2005. First nuclear DNA amounts in more than 300 angiosperms. Annals of Botany 96: 229-244",Angiosperm,,n,C-ValueDB
1109632-2,721,TRUE,a,Leersia oryzoides (L.) Sw.,Leersia oryzoides,(L.) Sw.,Leersia oryzoides,1.84,0.92,901.6,450.8,,,p,,,n,P,Poaceae,Poales,M,FC:PI,Raphanus sativus cv. 'Cherry Belle',"Bai C, Alverson WS, Follansbee A, Waller DM. 2012.  New reports of nuclear DNA content for 407 U.S. plant species. Annals of Botany: 110:1623-1629",Angiosperm,,n,C-ValueDB
526194-1,400,TRUE,a6,Lemna minor L.,Lemna minor,L.,Lemna minor,2.91,1.455,1425.9,712.95,6,6,,126,126,,P,Araceae,Alismatales,M,Fe,Pisum sativum cv. 'Minerva Maple',"Geber G. 1989. Zur Karyosystematik der Lemnaceae. Ph. D. Thesis, University of Vienna, Vienna.",Angiosperm,,n,C-ValueDB
526194-1,829,TRUE,a?,Lemna minor L.,Lemna minor,L.,Lemna minor,1.126530612,0.563265306,552,276,4,4,z,40,40,o,P,Araceae,Alismatales,M,FC:PI,Solanum lycopersicum 'Stupicke polni rane',"Šmarda P, Bureš P, Horová L, Leitch IJ, Mucina L, Pacini E, Tichý L, Grulich V, Rotreklová O. 2014.  Ecological and evolutionary significance of genomic GC content diversity in monocots. Proceedings of the National Academy of Sciences 111: E4096-E4102.",Angiosperm,,n,C-ValueDB
526223-1,683,TRUE,a,Lemna trisulca L.,Lemna trisulca,L.,Lemna trisulca,0.92,0.46,450.8,225.4,,,p,,,n,A,Araceae,Alismatales,M,FC:PI,Standards listed in paper - but does not say which standards were used for which plant.,"Wang W, Kerstetter RA, Michael TP. 2011. Evolution of genome size in duckweeds (Lemnaceae). Journal of Botany 2011: 570319",Angiosperm,,n,C-ValueDB
229358-1,269.08,TRUE,a,Leontodon hispidus L.,Leontodon hispidus,L.,Leontodon hispidus,5,2.5,2450,1225,2,2,,14,14,,P,Asteraceae,Asterales,E,Fe,Zea mays subsp. mays Va35,"Callimassia MA, Bennett MD.  (pers. comm. 1992).",Angiosperm,,n,C-ValueDB
449168-1,721,TRUE,a,Leonurus cardiaca L.,Leonurus cardiaca,L.,Leonurus cardiaca,1.8,0.9,882,441,,,p,,,n,P,Lamiaceae,Lamiales,E,FC:PI,Pisum sativum cv. 'Dwarf Gray Sugar',"Bai C, Alverson WS, Follansbee A, Waller DM. 2012.  New reports of nuclear DNA content for 407 U.S. plant species. Annals of Botany: 110:1623-1629",Angiosperm,,n,C-ValueDB
